accession,spec count,peptide num,avg int m/z_126.127725,avg int m/z_127.12476,avg int m/z_128.134433,avg int m/z_129.131468,avg int m/z_130.141141,avg int m/z_131.138176,norm int m/z_126.127725,norm int m/z_127.12476,norm int m/z_128.134433,norm int m/z_129.131468,norm int m/z_130.141141,norm int m/z_131.138176,description
O43676,4,4,1394312.75,1386871.75,1439534.25,1654716,1385030,1531028.25,1341320.5,1417837.75,1497984.75,1549643.25,1474122.25,1509908.5,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Homo sapiens OX=9606 GN=NDUFB3 PE=1 SV=3
P52179,38,38,796274.55,757386.95,731843.79,770345.16,600474.71,711299.92,766011.03,774297.71,761559.08,721428.76,639100.11,701487.63,Myomesin-1 OS=Homo sapiens OX=9606 GN=MYOM1 PE=1 SV=2
P14625,17,17,748419.24,712955.47,692333.88,872511.71,908899.94,878019.53,719974.65,728874.18,720445,817108,967364.82,865907.47,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1
P28331,16,16,573907.69,532708.25,562871.19,514751.62,481029.5,549980.62,552095.5,544602.31,585725.56,482065.25,511971.56,542393.69,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS1 PE=1 SV=3"
P07585,7,7,779315.14,923501.14,1107528.14,1098609,1333235.86,1094501.71,749696.29,944120.86,1152497.71,1028848.43,1418996.43,1079403.43,Decorin OS=Homo sapiens OX=9606 GN=DCN PE=1 SV=1
P40926,8,8,1483181.12,1158037.88,1079679.5,1480246.38,1419073.88,1235085.62,1426811.25,1183894.62,1123518.38,1386252.25,1510356.12,1218048.25,"Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3"
Q8WZ42,745,745,977150.07,902180.63,881951.98,984848.81,832475.83,927008.38,940012.27,922324.43,917762.28,922311.79,886024.78,914220.62,Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4
P36957,10,10,984013.5,1024073.7,984284.8,1172919.2,1189237.4,1235402.4,946614.8,1046939.1,1024250.1,1098440.1,1265735.2,1218360.6,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4"
P15311,11,11,529571.27,529908.64,431880.36,530728.91,511921.36,473297.91,509443.91,541740.27,449415.91,497027.82,544850.45,466768.73,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4
P07437,15,15,496644.8,515665.4,478847.33,493212.33,505940.4,546851,477769,527178.93,498289.93,461893.53,538484.8,539307.2,Tubulin beta chain OS=Homo sapiens OX=9606 GN=TUBB PE=1 SV=2
P68371,15,15,496644.8,515665.4,478847.33,493212.33,505940.4,546851,477769,527178.93,498289.93,461893.53,538484.8,539307.2,Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1
O43772,6,6,409710.17,487163.5,580203.5,587878.33,476098,549339.33,394138.5,498040.5,603761.5,550548.33,506722.83,541761.33,Mitochondrial carnitine/acylcarnitine carrier protein OS=Homo sapiens OX=9606 GN=SLC25A20 PE=1 SV=1
P04179,5,5,1160540.2,1373039,1021406.4,1549603.6,1571338,1290239.8,1116432.8,1403696.4,1062878.8,1451205.4,1672414.6,1272441.4,"Superoxide dismutase [Mn], mitochondrial OS=Homo sapiens OX=9606 GN=SOD2 PE=1 SV=3"
O15145,3,3,593891.33,582909.33,614969.67,614035.33,653297.33,632742.67,571319.67,595924.33,639939.33,575044.67,695320.33,624014,Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3
Q6YN16,9,9,615741.56,611636,449228.44,783103.11,590513.22,606077.44,592339.33,625292.33,467468.44,733376.67,628497.89,597716.67,Hydroxysteroid dehydrogenase-like protein 2 OS=Homo sapiens OX=9606 GN=HSDL2 PE=1 SV=1
P42765,7,7,819545,936785.29,811271.57,937943.86,753625.14,827382.57,788397,957701.86,844211.86,878385.29,802102,815968.86,"3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2"
P02743,4,4,427653.5,480611.75,541048.75,445803.75,712476.75,527906.25,411399.75,491342.75,563017,417495.5,758306.75,520623.75,Serum amyloid P-component OS=Homo sapiens OX=9606 GN=APCS PE=1 SV=2
P52943,6,6,734843.67,675237.5,666741.83,917443.83,730817.5,893437.67,706914.83,690314,693813.67,859186.83,777827.17,881113.17,Cysteine-rich protein 2 OS=Homo sapiens OX=9606 GN=CRIP2 PE=1 SV=1
P14174,3,3,230838.33,197499,274692.67,318914.67,347247,336778.67,222064.67,201908.33,285846,298663.67,369583.33,332132.67,Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4
Q05639,10,10,610900.4,642409.9,610636.3,664085.6,559626.7,646215.9,587682.2,656753.5,635430,621916.7,595624.5,637301.5,Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1
P45379,9,9,1076613.67,961486.11,990027.78,1045465.22,767843.22,957428.44,1035695.78,982954.22,1030226.33,979079.11,817234.89,944221,"Troponin T, cardiac muscle OS=Homo sapiens OX=9606 GN=TNNT2 PE=1 SV=3"
P20774,5,5,492355.8,695990.2,702668,855480.4,1013163.2,842331.8,473643.2,711530,731198.6,801158.2,1078335.2,830712,Mimecan OS=Homo sapiens OX=9606 GN=OGN PE=1 SV=1
P21796,7,7,1496796.71,1456411.43,1601352.86,1498591,1579647.86,1612182.29,1439909.43,1488930.43,1666373.86,1403432,1681259,1589943.14,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2
Q9Y277,6,6,1578925.17,1521800.33,1683632.67,1591453.5,1427043.33,1634392.17,1518916.67,1555779.17,1751994.5,1490397.83,1518838,1611846.67,Voltage-dependent anion-selective channel protein 3 OS=Homo sapiens OX=9606 GN=VDAC3 PE=1 SV=1
P40429,6,6,575960.83,566866.17,582761.33,632495.67,614009.67,628130.5,554070.67,579523,606423.17,592332.5,653505.67,619465.5,60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2
P14618,11,11,449228.82,451943.36,359996.73,533782.36,650965.18,597057.73,432155.09,462034.18,374613.45,499887.45,692838.55,588821.45,Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4
P62070,3,3,518938.33,551835,501256.67,764371.33,651694.67,603433,499215,564156,521609.33,715834.33,693615,595109,Ras-related protein R-Ras2 OS=Homo sapiens OX=9606 GN=RRAS2 PE=1 SV=1
P17540,19,19,1870900.58,1462677.11,1693533.84,1458545.26,1514843.05,1648063.74,1799795.26,1495336,1762297.68,1365929.11,1612285.68,1625329.58,"Creatine kinase S-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT2 PE=1 SV=2"
P01876,6,6,711122.33,647927,839380.83,464692.67,803676.67,435890.33,684095.33,662393.83,873462.67,435184.83,855373,429877,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2
P30046,3,3,289670.33,304306,266236.33,300388.33,279035.33,278907.33,278661,311100,277046.33,281313.33,296983.67,275059.67,D-dopachrome decarboxylase OS=Homo sapiens OX=9606 GN=DDT PE=1 SV=3
P55268,32,32,495242.72,459813.97,470035.38,552104,524902.06,488047.09,476420.19,470080.44,489120.22,517045.69,558666.22,481314.41,Laminin subunit beta-2 OS=Homo sapiens OX=9606 GN=LAMB2 PE=1 SV=2
P49411,8,8,1282107.88,1121967.38,1370369.5,1051666.38,977839.12,976917.88,1233380.12,1147018.75,1426011.5,984886.5,1040738.75,963441.75,"Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2"
P09972,10,10,1939831.1,1794191.1,1271566.1,2025609.7,2204599.5,2439380.7,1866105.9,1834252.3,1323196.3,1896986,2346411.1,2405731.1,Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2
P30084,10,10,1565887,1348918.9,914452.2,1653029,1657274.6,1544920.4,1506373.9,1379037.6,951582.2,1548063.6,1763879.2,1523609.2,"Enoyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ECHS1 PE=1 SV=4"
Q9Y235,5,5,425292.8,378852.8,364216.2,444050,326021.6,368296.6,409128.6,387311.6,379004.2,415853,346992.6,363215.6,C- U-editing enzyme APOBEC-2 OS=Homo sapiens OX=9606 GN=APOBEC2 PE=1 SV=1
P30086,4,4,1583669,1620483.75,1628929.5,1479017,1213014.5,1477767.5,1523480,1656666,1695070,1385101.25,1291041.75,1457382.25,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3
Q9Y4W6,20,20,854017.7,725063.55,602037.9,799435.35,727786.6,767360.95,821559.65,741252.5,626482.5,748671.85,774601.35,756775.35,AFG3-like protein 2 OS=Homo sapiens OX=9606 GN=AFG3L2 PE=1 SV=2
Q13509,9,9,405979,430207.56,342409.44,466367.33,439968.22,443576.56,390549,439812.89,356312.11,436753.11,468268.89,437457.33,Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2
P78417,5,5,755859,717337.6,565286.4,879799.4,771337.6,775480.4,727131.4,733354.2,588238.8,823933,820953.6,764783,Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2
Q03252,10,10,324160.1,305841.2,328783.3,308735.2,340829.2,339748.4,311839.6,312669.8,342132.8,289130.3,362752.8,335061.5,Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4
Q02252,13,13,893660.31,880464,639282.85,803391.23,850770.38,890474,859695.62,900122.85,665239.77,752376.54,905496.08,878190.08,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2"
P11182,8,8,709717.38,821393.38,809116.62,763268.75,757017.38,806263.5,682743.62,839733.38,841969.62,714801.75,805712.5,795141.38,"Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DBT PE=1 SV=3"
P51888,8,8,442053.25,458202.38,447610.38,512404.12,799762.25,557617.12,425252.12,468432.88,465784.75,479866.75,851206.88,549924.75,Prolargin OS=Homo sapiens OX=9606 GN=PRELP PE=1 SV=1
Q15124,8,8,865117.38,804430.38,790172.38,924801.75,821069,713895.38,832237.62,822391.62,822256.12,866077.75,873884.12,704047.25,Phosphoglucomutase-like protein 5 OS=Homo sapiens OX=9606 GN=PGM5 PE=1 SV=2
P68363,9,9,1027674.44,992371.22,961029.89,1050604.22,1088458,1139663.67,988616.33,1014528.78,1000051.22,983891.78,1158473.22,1123942.56,Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1
Q9BQE3,9,9,1027674.44,992371.22,961029.89,1050604.22,1088458,1139663.67,988616.33,1014528.78,1000051.22,983891.78,1158473.22,1123942.56,Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1
Q71U36,9,9,1027674.44,992371.22,961029.89,1050604.22,1088458,1139663.67,988616.33,1014528.78,1000051.22,983891.78,1158473.22,1123942.56,Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1
P68366,8,8,1093746.5,1145163.38,1024678.88,1298125,1165131.38,1239907.62,1052177.25,1170732.5,1066284.5,1215695.38,1240078.75,1222803.75,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1
P01009,7,7,2120107.57,1639862.57,1531617.14,1548518,1606679.57,1159762.14,2039530.86,1676477.86,1593806.57,1450188.71,1710029.57,1143763.71,Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3
Q9NPC6,4,4,1069305.25,1006473.75,1076741,1351563,925252,1152041,1028665.25,1028946.25,1120460.75,1265740.25,984768.75,1136149.25,Myozenin-2 OS=Homo sapiens OX=9606 GN=MYOZ2 PE=1 SV=1
P25788,4,4,316322.75,281002.75,261216.75,354279,343638.5,322317.75,304300.25,287276.75,271822.5,331782,365742.75,317871,Proteasome subunit alpha type-3 OS=Homo sapiens OX=9606 GN=PSMA3 PE=1 SV=2
P62081,6,6,679934.5,647134.67,630239,751105.67,678929.5,761981.5,654092.83,661583.67,655828.83,703411,722601.5,751470.17,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1
P07305,6,6,559342.67,524609.5,529423.5,461609.17,545851.33,553043.33,538084,536322.67,550919.83,432297,580963,545414.17,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3
Q03135,3,3,642515.67,632740.67,671383.67,699878,651218.33,682494,618096,646868.33,698644,655436,693108,673079,Caveolin-1 OS=Homo sapiens OX=9606 GN=CAV1 PE=1 SV=4
P62913,3,3,624942.67,565867.67,567092,626495,573323.33,654807.67,601190.67,578502,590117.67,586712.67,610202,645774.67,60S ribosomal protein L11 OS=Homo sapiens OX=9606 GN=RPL11 PE=1 SV=2
P62829,2,2,586339,559727,611168.5,666879,568379.5,632444,564054,572224.5,635984,624532.5,604940,623719.5,60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1
Q14315,64,64,715584.78,752531.84,626179.64,1088060.81,894067.03,893468.5,688387.94,769334.27,651604.53,1018969.97,951577.91,881143.36,Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3
P10301,4,4,367841.25,365999,370310,509844.75,436593,422856.25,353860.75,374170.5,385345.75,477469.75,464676.75,417022.75,Ras-related protein R-Ras OS=Homo sapiens OX=9606 GN=RRAS PE=1 SV=1
P49207,2,2,612938.5,669809,659163,671672,544465.5,542419,589643,684764,685927.5,629021.5,579488,534936.5,60S ribosomal protein L34 OS=Homo sapiens OX=9606 GN=RPL34 PE=1 SV=3
P10809,12,12,866063.83,814210.42,623247.5,1075735.83,1142386.5,1064230.33,833147.92,832390,648553.5,1007427.67,1215870.75,1049549.58,"60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2"
P20073,7,7,250040.29,228898.71,233206.86,247920,231439.86,236284.43,240536.86,234009.14,242675.29,232176.71,246326.86,233024.57,Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3
O95299,6,6,327975.33,317166.67,335406.83,320055,304618.83,313387.5,315510.17,324248,349025.17,299731.5,324213.33,309064.17,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFA10 PE=1 SV=1"
P49773,2,2,685282,555546.5,525866.5,725167.5,612100,617376,659236.5,567950.5,547218.5,679120,651473,608859,Adenosine 5&#039;-monophosphoramidase HINT1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2
Q13557,9,9,447712.67,480068,451214.89,504490.67,459264.56,485297.89,430696.56,490786.67,469535.44,472455.67,488806.56,478603.22,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens OX=9606 GN=CAMK2D PE=1 SV=3
Q00059,5,5,586629.8,507294.2,536110,523533.6,419728.6,475543,564334,518620.8,557877.6,490289.4,446727.2,468982.8,"Transcription factor A, mitochondrial OS=Homo sapiens OX=9606 GN=TFAM PE=1 SV=1"
P28072,4,4,297409,309722.25,264266.75,360832.75,339019.25,314315,286105.25,316637.5,274996.5,337919.75,360826,309978.5,Proteasome subunit beta type-6 OS=Homo sapiens OX=9606 GN=PSMB6 PE=1 SV=4
O15273,3,3,535497.33,563456,450568.33,640967.33,497141.33,536145,515144.67,576036.67,468862.67,600266.33,529119.67,528748.67,Telethonin OS=Homo sapiens OX=9606 GN=TCAP PE=1 SV=1
O95298,4,4,1604091.5,1458748.25,1624589.75,1542429.75,1407894,1471226.75,1543126.25,1491319.75,1690554.25,1444487.25,1498457,1450932,NADH dehydrogenase [ubiquinone] 1 subunit C2 OS=Homo sapiens OX=9606 GN=NDUFC2 PE=1 SV=1
Q99959,19,19,478465.21,463237.63,437146.47,499779.63,429396.84,468917.05,460280.32,473580.53,454895.89,468043.95,457017.58,462448.32,Plakophilin-2 OS=Homo sapiens OX=9606 GN=PKP2 PE=1 SV=2
O75746,12,12,1157078.67,1030496.25,1078646.92,1161328.75,1096649.08,1162198.5,1113102.67,1053505.08,1122443.75,1087585.58,1167191.08,1146166.42,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A12 PE=1 SV=2"
P26038,11,11,688167.73,657278.18,620425.91,717372.36,767298.91,693922.27,662012.91,671953.73,645617.09,671819.64,816655.36,684349.73,Moesin OS=Homo sapiens OX=9606 GN=MSN PE=1 SV=3
Q7Z3D6,12,12,622154,539723.42,634669.33,570690.67,573663.5,616513,598508.08,551774.08,660438.92,534452.08,610564.25,608008.33,"D-glutamate cyclase, mitochondrial OS=Homo sapiens OX=9606 GN=DGLUCY PE=1 SV=2"
Q96PE7,4,4,420698.25,410738.5,340200,482729,536590.5,464061.25,404709,419909.25,354013,452075.75,571106.5,457659.5,"Methylmalonyl-CoA epimerase, mitochondrial OS=Homo sapiens OX=9606 GN=MCEE PE=1 SV=1"
O95168,2,2,901101,904136.5,895501,819692,705004,815689.5,866853.5,924324,931861.5,767642,750353,804437,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 OS=Homo sapiens OX=9606 GN=NDUFB4 PE=1 SV=3
P15121,7,7,674227.29,697979.86,587869.86,847004.57,692883.43,710796.57,648602.29,713564.14,611739.29,793220.57,737453,700991.14,Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3
Q08257,6,6,566574.67,630639.5,417813.67,610400.33,657008.67,589763.83,545041,644720,434778,571640.17,699270.67,581628,Quinone oxidoreductase OS=Homo sapiens OX=9606 GN=CRYZ PE=1 SV=1
P02042,4,4,626729,1059813.5,1148635.25,268162,240989.5,239019.25,602909.25,1083476.75,1195274,251134,256490.5,235721.75,Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2
P68871,6,6,943843.5,2401598,1261763.67,425948.67,340018.17,369143.5,907971.5,2455221.5,1312995.83,398901.17,361889.5,364051,Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2
O75112,16,16,668583.75,600251.31,568005,839123.5,624084.31,747478.12,643173.12,613653.38,591067.81,785839.94,664228.5,737166.81,LIM domain-binding protein 3 OS=Homo sapiens OX=9606 GN=LDB3 PE=1 SV=2
Q16851,11,11,767778.91,768564.36,632478.36,989106,955664.09,932053.64,738598.36,785724.82,658159,926298.55,1017137.18,919196.36,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5
Q13326,6,6,423751,452194.5,456414.5,484820.67,452263.67,447487.5,407645.67,462290.83,474946.33,454034.67,481355.33,441314.33,Gamma-sarcoglycan OS=Homo sapiens OX=9606 GN=SGCG PE=1 SV=4
P01860,7,7,1476295.29,1409184.71,1500083,917816.57,1980800.14,689599.43,1420187,1440649,1560992,859536,2108215.86,680086.57,Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2
Q5XKP0,2,2,889680,924022,885032.5,1006953.5,987423.5,1052760.5,855867,944653.5,920968,943013,1050939.5,1038238,MICOS complex subunit MIC13 OS=Homo sapiens OX=9606 GN=MICOS13 PE=1 SV=1
Q8NB12,9,9,422241.44,386460.67,387321.89,380705.11,327543,371032,406193.22,395089.22,403048.22,356530.11,348611.67,365913.44,Histone-lysine N-methyltransferase SMYD1 OS=Homo sapiens OX=9606 GN=SMYD1 PE=1 SV=1
Q9NX14,2,2,793689.5,771524,886491.5,743628.5,716388,825770.5,763524,788750.5,922486,696409,762469.5,814379,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB11 PE=1 SV=1"
O95831,11,11,612893.73,598668.91,651848,543036.36,655701.64,597514.91,589599.82,612035.82,678315.09,508553.73,697879.45,589272.27,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1"
P24539,4,4,2758360.5,2603301,3214570,2537796.5,2380894.25,2338254.25,2653526.5,2661428.25,3345094,2376649.5,2534046,2305999.75,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2"
Q01082,42,42,522942.83,469044.88,502170.81,526892.93,509135.14,521311.52,503067.6,479517.43,522560.48,493435.48,541885,514120.02,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2"
O15061,23,23,396839.83,389738.74,349315.65,409972.78,405392.35,415547.65,381757.09,398440.52,363498.7,383939.57,431468.91,409815.09,Synemin OS=Homo sapiens OX=9606 GN=SYNM PE=1 SV=3
P06396,16,16,704798.25,651418.06,757224.44,690630.06,697028.06,677339.81,678011.38,665962.69,787970.25,646775.44,741864.31,667996,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1
P33121,12,12,936194,946599.5,1055146.67,1044036.67,896000.83,892189.25,900612.75,967735.08,1097989.33,977741.17,953636,879881.83,Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens OX=9606 GN=ACSL1 PE=1 SV=1
Q16698,6,6,1250034,952168.83,732653.5,1027022.17,965186.67,944901.5,1202525,973428.83,762401.83,961807.33,1027272.33,931867,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1"
O75208,7,7,691788.14,700292.14,709695,732302.29,717821.71,656949.14,665495.57,715928.14,738511.14,685801.43,763995.43,647886.71,"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Homo sapiens OX=9606 GN=COQ9 PE=1 SV=1"
Q99497,3,3,1344978.67,1524189.33,906753,1596128,1412895.33,1340772.67,1293861.33,1558221.67,943570.33,1494775.67,1503780,1322277.33,Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2
O14950,4,4,668091.5,633219,616456,862072,772758,791310.75,642699.75,647357.25,641486,807331,822465.5,780395,Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2
P24844,4,4,668091.5,633219,616456,862072,772758,791310.75,642699.75,647357.25,641486,807331,822465.5,780395,Myosin regulatory light polypeptide 9 OS=Homo sapiens OX=9606 GN=MYL9 PE=1 SV=4
P19105,4,4,668091.5,633219,616456,862072,772758,791310.75,642699.75,647357.25,641486,807331,822465.5,780395,Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2
Q8IWX7,13,13,462597.31,448800.54,415536.69,484013.54,394471.85,448199.77,445015.54,458821.08,432408.69,453278.92,419846.08,442016.62,Protein unc-45 homolog B OS=Homo sapiens OX=9606 GN=UNC45B PE=1 SV=1
P55072,16,16,456714.25,478639.31,441268.44,529056.25,462968.69,474828.75,439356.06,489326.06,459185.06,495461.38,492748.94,468278.38,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4
P26440,6,6,510315,606071.5,509085.33,650395.83,668782.83,660113.5,490919.67,619603.67,529755.67,609095.83,711802.17,651007.33,"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2"
P54652,14,14,788997.07,797090.64,684860.57,1095323.64,1028615.5,951139.07,759010.21,814888.07,712668.07,1025771.71,1094781.14,938018.43,Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1
Q02338,6,6,701008.33,649828.5,644655.33,500438.5,545996.17,545625.33,674365.5,664337.67,670830.33,468661,581117.17,538098.67,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=BDH1 PE=1 SV=3"
Q9NPJ3,2,2,672756,631934.5,539433,756581,830477,697082,647187,646044,561336,708538.5,883897.5,687466,Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13 PE=1 SV=1
P15090,2,2,616047,653731,587605,830028,647234,917166,592633,668327.5,611463.5,777321.5,688867.5,904514,"Fatty acid-binding protein, adipocyte OS=Homo sapiens OX=9606 GN=FABP4 PE=1 SV=3"
P02787,16,16,796221.69,667206.94,817142.25,553908.56,493410.62,451072.25,765960.25,682104.12,850321.06,518735.62,525149,444849.69,Serotransferrin OS=Homo sapiens OX=9606 GN=TF PE=1 SV=3
P30101,8,8,585505.38,527710,548946.25,613859.62,645369.25,623395,563252.25,539492.62,571235.12,574880,686882.5,614795.38,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4
Q8NDY3,7,7,732118.86,648773.57,631381,614332.57,456071,572387.29,704293.71,663259.14,657017,575322.71,485407.57,564491.14,Inactive ADP-ribosyltransferase ARH2 OS=Homo sapiens OX=9606 GN=ADPRHL1 PE=2 SV=1
P30048,6,6,1805428,1637709.83,1696052.83,1627419.83,1447185.17,1541489.67,1736811,1674277,1764919,1524080.5,1540275.5,1520225.67,"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3"
P20674,6,6,1047669,970771.5,928181.33,990788.83,867193,930377.33,1007851.17,992446.83,965868.67,927874.5,922975.33,917542.83,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2"
O00151,4,4,551206,584930,499609.5,775770.75,658545.25,660990.25,530256.5,597990,519895,726510,700906,651872,PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4
A0A0C4DH25,2,2,376676,345000,332483.5,334756.5,375714,291976.5,362359.5,352703,345983,313499.5,399881.5,287948.5,Immunoglobulin kappa variable 3D-20 OS=Homo sapiens OX=9606 GN=IGKV3D-20 PE=3 SV=1
P15259,4,4,277139.75,262010,223788.25,309184.25,342413,351165.5,266606.25,267860,232874.5,289551,364438.75,346321,Phosphoglycerate mutase 2 OS=Homo sapiens OX=9606 GN=PGAM2 PE=1 SV=3
P62906,3,3,894215.33,802432.67,834367.33,924241.67,863034,878974.33,860229.33,820349.33,868245.33,865553.33,918548.67,866849.33,60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2
P11217,15,15,540984.47,446873.07,412976.87,682018.33,659948.67,706471.07,520423.33,456850.6,429744.87,638710.73,702399.67,696725.4,"Glycogen phosphorylase, muscle form OS=Homo sapiens OX=9606 GN=PYGM PE=1 SV=6"
P30038,8,8,737334.12,749564.12,511423.38,853989.25,986206.5,783239.88,709310.88,766300,532188.75,799761.5,1049644.25,772435.25,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH4A1 PE=1 SV=3"
P27338,11,11,325711.91,394276.64,355041.36,411920.91,356561.09,408592,313332.55,403079.73,369457,385764.09,379496.45,402955.27,Amine oxidase [flavin-containing] B OS=Homo sapiens OX=9606 GN=MAOB PE=1 SV=3
