accession,spec count,peptide num,avg int m/z_126.127725,avg int m/z_127.12476,avg int m/z_128.134433,avg int m/z_129.131468,avg int m/z_130.141141,avg int m/z_131.138176,norm int m/z_126.127725,norm int m/z_127.12476,norm int m/z_128.134433,norm int m/z_129.131468,norm int m/z_130.141141,norm int m/z_131.138176,description
P30048,10,10,2156894.9,2041234.2,2081439.8,1965993.1,1878989.5,1940564.8,2092193.3,2106795.2,2161193,1835956.6,1981506.4,1906240.1,"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Homo sapiens OX=9606 GN=PRDX3 PE=1 SV=3"
Q8WZ42,752,752,994221.38,917133.39,897088.89,1003588.74,841668.52,945440.44,964396.89,946589.88,931461.71,937208.18,887589.3,928717.17,Titin OS=Homo sapiens OX=9606 GN=TTN PE=1 SV=4
Q6YN16,8,8,712647.88,684539.38,523341.88,851658.5,647281.62,665745.25,691269.88,706525.12,543393.88,795327,682596.88,653969.25,Hydroxysteroid dehydrogenase-like protein 2 OS=Homo sapiens OX=9606 GN=HSDL2 PE=1 SV=1
P07585,9,9,730726.89,813246.33,942384.33,990055.33,1228194.22,1051903.89,708806.56,839366.22,978492.78,924569.89,1295203.89,1033297.44,Decorin OS=Homo sapiens OX=9606 GN=DCN PE=1 SV=1
Q13825,6,6,503322.33,583050.17,499306.83,634863.33,511372.33,547842.33,488223.67,601776.5,518438.17,592871.17,539272.17,538151.67,"Methylglutaconyl-CoA hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=AUH PE=1 SV=1"
P02743,4,4,438315.25,495001.5,570343.75,433471.75,738113.75,560408.25,425166.25,510900,592197,404800,778384.5,550495.5,Serum amyloid P-component OS=Homo sapiens OX=9606 GN=APCS PE=1 SV=2
P14174,2,2,248646.5,211948.5,314522,356064.5,338137.5,345347,241187,218755.5,326573,332513,356586,339238,Macrophage migration inhibitory factor OS=Homo sapiens OX=9606 GN=MIF PE=1 SV=4
P20774,7,7,528704.29,695780.57,683247.86,823434.86,961028.14,804152.29,512844,718127.57,709427,768970.14,1013461.14,789928.29,Mimecan OS=Homo sapiens OX=9606 GN=OGN PE=1 SV=1
P21796,7,7,5548756.43,5135415.71,5967963.86,5596777.71,5933703,6090468,5382308.14,5300357.43,6196634.71,5226591.29,6257444.29,5982740.57,Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens OX=9606 GN=VDAC1 PE=1 SV=2
P62906,4,4,919975,783196.5,894174.75,877552.25,791266.75,867062.25,892377.75,808351.5,928436,819508.25,834437.75,851725.5,60S ribosomal protein L10a OS=Homo sapiens OX=9606 GN=RPL10A PE=1 SV=2
Q9Y5U8,2,2,477550,478994,476463.5,494956,424885,497863.5,463224,494378,494719,462218,448066,489057,Mitochondrial pyruvate carrier 1 OS=Homo sapiens OX=9606 GN=MPC1 PE=1 SV=1
P14625,16,16,781898.31,742488.75,749580.75,907511.94,907000.25,884399.81,758443,766335.94,778301.5,847486.12,956485.44,868756.19,Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1
P17540,17,17,1186030.53,1046244.76,1035208.82,987772.41,975242.82,1089682.82,1150452.35,1079848.12,1074873.76,922438,1028451.47,1070408.24,"Creatine kinase S-type, mitochondrial OS=Homo sapiens OX=9606 GN=CKMT2 PE=1 SV=2"
P22626,6,6,379590.17,360704.17,356963.5,408366,346576.5,392822,368203.17,372288.67,370640.33,381355.17,365485.17,385873.33,Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens OX=9606 GN=HNRNPA2B1 PE=1 SV=2
P30043,4,4,616035.75,624568,554110.5,679491.25,735126,646089.25,597555.75,644627.75,575341.75,634547.25,775234,634661,Flavin reductase (NADPH) OS=Homo sapiens OX=9606 GN=BLVRB PE=1 SV=3
P30046,2,2,323393.5,339187.5,302866.5,354521.5,306212,331175.5,313692,350081,314470.5,331072,322918.5,325317,D-dopachrome decarboxylase OS=Homo sapiens OX=9606 GN=DDT PE=1 SV=3
O75964,3,3,663231,675272.33,719885.67,568364.67,556203.33,555231.33,643335.33,696960.67,747468.33,530771.33,586549,545410,"ATP synthase subunit g, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MG PE=1 SV=3"
P52179,35,35,770693.37,729205.49,710523.49,749976.31,591736.71,693006.74,747574.17,752626.09,737747.83,700370.37,624021.31,680748.49,Myomesin-1 OS=Homo sapiens OX=9606 GN=MYOM1 PE=1 SV=2
Q16134,17,17,740138.12,748336.18,876638.71,812241.29,647434.29,782798.76,717935.65,772371.18,910227.88,758516.88,682757.71,768952.24,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Homo sapiens OX=9606 GN=ETFDH PE=1 SV=2"
P49411,8,8,1002483.62,909348.62,1138885,955369,883839.5,1003685.38,972411.25,938555.12,1182522.75,892177.88,932061.12,985931.62,"Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2"
P09972,7,7,1103870.29,1040985.14,717117.57,1129945.29,1136648.71,1190390.43,1070756.71,1074419.71,744594.57,1055207.14,1198663.71,1169334.57,Fructose-bisphosphate aldolase C OS=Homo sapiens OX=9606 GN=ALDOC PE=1 SV=2
P06733,11,11,1053088.18,982956.55,929803.73,1039249.64,966619.73,1035887.18,1021497.82,1014527.18,965430.09,970510.36,1019357.91,1017564.09,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2
P30086,4,4,1169461.5,1216191.75,1223288.25,1109942,870437.5,1023583.25,1134380.5,1255253.5,1270160,1036526.75,917927.75,1005478,Phosphatidylethanolamine-binding protein 1 OS=Homo sapiens OX=9606 GN=PEBP1 PE=1 SV=3
P55268,32,32,551343,493832.22,526451.19,604490.31,580967.78,543968.94,534803.69,509692.88,546622.44,564507.12,612664.75,534346.78,Laminin subunit beta-2 OS=Homo sapiens OX=9606 GN=LAMB2 PE=1 SV=2
P36871,8,8,558430.88,529510.38,439851.75,660591.88,529174.88,497694.75,541679.12,546517,456704.88,616898,558046,488891.25,Phosphoglucomutase-1 OS=Homo sapiens OX=9606 GN=PGM1 PE=1 SV=3
Q02252,10,10,966724.7,962209.7,721366.6,889801,914373,924245.5,937725.1,993114,749006.4,830946.8,964260.5,907897.1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial OS=Homo sapiens OX=9606 GN=ALDH6A1 PE=1 SV=2"
Q13509,7,7,433282.71,623408.71,338184.86,429797.29,430501.43,468348.86,420284.86,643431.29,351142.57,401369,453988.86,460064.14,Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2
P78417,5,5,728543.4,678281.6,512616.6,810106.8,738901.8,720553.2,706688.6,700066.4,532257.8,756523.8,779215.4,707807.6,Glutathione S-transferase omega-1 OS=Homo sapiens OX=9606 GN=GSTO1 PE=1 SV=2
P40429,5,5,455923.8,451114.2,452338.4,483209.8,477040.4,494581.2,442246.8,465602.8,469669.8,451248.6,503067.2,485832.8,60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2
P63244,5,5,605801.4,582692.8,555565.8,602825,550454.8,582584.2,587628.6,601407.6,576852.6,562952.2,580487,572279,Receptor of activated protein C kinase 1 OS=Homo sapiens OX=9606 GN=RACK1 PE=1 SV=3
Q14315,58,58,689825.86,730362.07,601695.74,1035526.6,880238.53,863169.21,669132.45,753819.74,624750.12,967033.62,928263.76,847901.17,Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3
P26440,7,7,569891.43,619236.86,566583.57,696462.86,730280.57,700585.29,552795.86,639125.43,588292.57,650396.43,770124,688193,"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=IVD PE=1 SV=2"
Q92523,14,14,1150320.5,1097063.14,1128301.43,1254930.14,998601.86,1038544.07,1115813.5,1132298.79,1171533.57,1171925.21,1053085,1020174,"Carnitine O-palmitoyltransferase 1, muscle isoform OS=Homo sapiens OX=9606 GN=CPT1B PE=1 SV=2"
O75746,13,13,726601.62,683732.54,681153.62,727187.38,655899.69,694047.46,704805.08,705692.46,707252.54,679088.46,691684.92,681770.85,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial OS=Homo sapiens OX=9606 GN=SLC25A12 PE=1 SV=2"
Q04917,5,5,841545.6,882647.4,826671,985319.2,944614.6,1029841,816301.2,910996.2,858345.8,920147.2,996152,1011624.8,14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4
Q13424,11,11,674417.55,648257.09,612729.36,743492.27,671231.45,672243.45,654186.36,669077.73,636206.55,694315.27,707853.27,660352.45,Alpha-1-syntrophin OS=Homo sapiens OX=9606 GN=SNTA1 PE=1 SV=1
Q5BKX8,7,7,501293,500511,420256.43,554422.43,485981,534321.14,486255.14,516586.29,436358.71,517750.86,512495.43,524869.71,Caveolae-associated protein 4 OS=Homo sapiens OX=9606 GN=CAVIN4 PE=1 SV=2
Q9NPC6,7,7,1754702,1832928.14,1889799.71,1972442.57,1478576,1818936.43,1702065.14,1891798.57,1962209.71,1841979.29,1559246.43,1786762.86,Myozenin-2 OS=Homo sapiens OX=9606 GN=MYOZ2 PE=1 SV=1
P62081,5,5,659232.2,619234.2,588366.8,689574,698059.6,747681,639456.4,639122.6,610910.4,643963.2,736145.2,734455.6,40S ribosomal protein S7 OS=Homo sapiens OX=9606 GN=RPS7 PE=1 SV=1
P07305,6,6,621522.5,585736.33,592983,518161,609860.17,602351.33,602878.17,604549,615703.33,483888,643133.33,591696.5,Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3
P62829,3,3,911972,833944.67,926639,959266,859708,851251.33,884615,860729.33,962144.33,895817,906613,836194.33,60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1
A0A075B6H7,2,2,1587882.5,1409481.5,1481424,1502138,1327692.5,1337434.5,1540250,1454751.5,1538187,1402782,1400131,1313777.5,Probable non-functional immunoglobulin kappa variable 3-7 OS=Homo sapiens OX=9606 GN=IGKV3-7 PE=1 SV=1
P01624,2,2,1587882.5,1409481.5,1481424,1502138,1327692.5,1337434.5,1540250,1454751.5,1538187,1402782,1400131,1313777.5,Immunoglobulin kappa variable 3-15 OS=Homo sapiens OX=9606 GN=IGKV3-15 PE=1 SV=2
A0A0C4DH55,2,2,1587882.5,1409481.5,1481424,1502138,1327692.5,1337434.5,1540250,1454751.5,1538187,1402782,1400131,1313777.5,Immunoglobulin kappa variable 3D-7 OS=Homo sapiens OX=9606 GN=IGKV3D-7 PE=3 SV=5
Q99959,17,17,647920,604805.41,570673.29,727773.76,571778.12,624784.35,628483.65,624230.47,592538.94,679636.41,602973.65,613732.82,Plakophilin-2 OS=Homo sapiens OX=9606 GN=PKP2 PE=1 SV=2
P15311,12,12,600054.25,604874.33,483834.67,584028.92,561790.5,529497.33,582053.75,624301.5,502373,545399.25,592441.25,520131.25,Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4
P36957,9,9,1042549,1106441.33,1057060.44,1266587.67,1261487.78,1323502.22,1011274.89,1141978.22,1097562.78,1182812,1330313.67,1300091.67,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4"
P10301,3,3,320477.67,309927.33,293312.67,379562.33,398796.67,394763,310863.67,319881.33,304550.67,354456.67,420554.67,387780,Ras-related protein R-Ras OS=Homo sapiens OX=9606 GN=RRAS PE=1 SV=1
Q9H6K4,3,3,444091.67,450153,458901.33,501195.67,432435.67,461472,430769.33,464611,476484.67,468045,456028.67,453309,Optic atrophy 3 protein OS=Homo sapiens OX=9606 GN=OPA3 PE=1 SV=1
P62899,2,2,288850,298600,314817,301779.5,296511.5,305133,280185,308190,326879.5,281818.5,312688.5,299735.5,60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1
P55072,16,16,423473.19,463658,424023.5,523586.81,455854.5,484422.06,410769.69,478549.56,440270.12,488954.81,480725.44,475853.25,Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4
P54652,14,14,855361.36,831538.21,722721.36,1170628.43,1158285,1046343.64,829702.36,858245.5,750412.93,1093199.5,1221480.29,1027835.57,Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1
Q86TD4,7,7,1429353.43,1157762.14,1145004.57,1322734.71,1020841.14,1063404.86,1386476.14,1194947.29,1188877,1235245,1076537.43,1044594.86,Sarcalumenin OS=Homo sapiens OX=9606 GN=SRL PE=1 SV=3
O75390,7,7,1254003.71,1180562.43,1111420,1322791,1364280.86,1326729.86,1216386.43,1218480,1154005,1235297.57,1438715.29,1303262.43,"Citrate synthase, mitochondrial OS=Homo sapiens OX=9606 GN=CS PE=1 SV=2"
P04083,5,5,289200.6,291339.2,322451.8,296865.2,378046.6,342138.2,280525,300696.2,334806.4,277229.2,398672.4,336085.8,Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2
P49773,2,2,684698.5,629162,549352.5,741251.5,648930,665935.5,664159,649369,570401.5,692222.5,684335,654156,Adenosine 5&#039;-monophosphoramidase HINT1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2
Q13557,9,9,648003,608649.33,593438.67,682002.78,628395.11,652059.44,628564,628197.67,616176.67,636892.89,662679.67,640525.56,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens OX=9606 GN=CAMK2D PE=1 SV=3
O00330,9,9,678596.89,724508.56,627229.22,783791.78,792473.89,753403.22,658240.33,747778.22,651262,731949.33,835710.67,740076.67,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Homo sapiens OX=9606 GN=PDHX PE=1 SV=3"
P49753,7,7,706123.57,777286.86,577716.43,887672.14,753080.71,764616.14,684941.14,802251.71,599852.14,828958.57,794168,751091.14,"Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT2 PE=1 SV=6"
Q86TX2,7,7,706123.57,777286.86,577716.43,887672.14,753080.71,764616.14,684941.14,802251.71,599852.14,828958.57,794168,751091.14,Acyl-coenzyme A thioesterase 1 OS=Homo sapiens OX=9606 GN=ACOT1 PE=1 SV=1
O15273,3,3,484277.33,503488.67,412939,588553,454252.67,474980.33,469749.67,519659.33,428761,549624,479036,466578.67,Telethonin OS=Homo sapiens OX=9606 GN=TCAP PE=1 SV=1
Q6W0C5,2,2,929663,872417.5,809212.5,968030.5,915392,1422388,901775,900438,840218.5,904002,965335.5,1397228.5,Developmental pluripotency-associated protein 3 OS=Homo sapiens OX=9606 GN=DPPA3 PE=1 SV=1
Q7Z3D6,10,10,753556,664129.6,756153.6,704213,697111.7,765247.2,730950.8,685460,785126.2,657634,735145.6,751711.1,"D-glutamate cyclase, mitochondrial OS=Homo sapiens OX=9606 GN=DGLUCY PE=1 SV=2"
Q15124,9,9,544502,555914.78,530163.78,719593.56,621024.33,628513.78,528167.89,573769.44,550477.22,671997.11,654906.89,617396.22,Phosphoglucomutase-like protein 5 OS=Homo sapiens OX=9606 GN=PGM5 PE=1 SV=2
Q05639,9,9,602946.78,653342.22,609546,664709.22,566922.78,634375.44,584859.44,674326,632901.11,620743.11,597853.44,623154.22,Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1
Q13011,10,10,1222398.9,1191434.2,1093988.7,1522896.9,1227034.7,1241180.8,1185729.9,1229700.8,1135906.2,1422168.1,1293981,1219226.6,"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial OS=Homo sapiens OX=9606 GN=ECH1 PE=1 SV=2"
P30038,11,11,969896.64,960900.64,667304.36,1161353.27,1311453.36,1044398.27,940801.82,991762.73,692872.64,1084537.64,1383005.55,1025924.73,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH4A1 PE=1 SV=3"
P09622,12,12,1761525.17,1807550.75,1609974.25,2121446.83,2037144.25,2069935.67,1708683.58,1865606.17,1671662.58,1981128.08,2148289.92,2033322.67,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=DLD PE=1 SV=2"
P40926,8,8,3057950.25,2385751,1809894.62,3024607.5,3053862,2583899.12,2966219.5,2462377.38,1879243,2824551.25,3220479.88,2538195.12,"Malate dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=MDH2 PE=1 SV=3"
O15061,25,25,384571.72,362748.64,340102.96,376993.24,370752.36,376848.96,373035.08,374399.16,353134.04,352057.36,390980.08,370182.76,Synemin OS=Homo sapiens OX=9606 GN=SYNM PE=1 SV=3
P15121,6,6,630402.67,674052.83,548518,781937.33,636980.33,660517.33,611491.83,695702,569534.83,730217.5,671733.33,648833.83,Aldo-keto reductase family 1 member B1 OS=Homo sapiens OX=9606 GN=AKR1B1 PE=1 SV=3
Q9Y6M9,3,3,639653,587044.33,614191.33,616935.67,518461.67,599624,620464.67,605898.67,637724.67,576129.67,546748,589017.67,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9 OS=Homo sapiens OX=9606 GN=NDUFB9 PE=1 SV=3
O43920,2,2,938940,811297,861121,818493.5,715361,804559,910773.5,837354.5,894116,764355.5,754390.5,790327.5,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Homo sapiens OX=9606 GN=NDUFS5 PE=1 SV=3
Q96Q06,8,8,546969.38,443993.88,441428.12,532563.88,469844,462354.25,530561.5,458253.75,458341.75,497338.12,495478.12,454175.75,Perilipin-4 OS=Homo sapiens OX=9606 GN=PLIN4 PE=1 SV=2
P21810,7,7,664503.57,723072.29,635335.57,938416.71,1303415.29,1158121.14,644569.71,746295.86,659679,876347,1374529,1137636.14,Biglycan OS=Homo sapiens OX=9606 GN=BGN PE=1 SV=2
P02042,5,5,710426.8,1322372.4,1437936.6,306584.2,255747.4,257159.6,689115.4,1364844.6,1493033,286305.4,269700.4,252610.8,Hemoglobin subunit delta OS=Homo sapiens OX=9606 GN=HBD PE=1 SV=2
P68871,6,6,519681,1377853.83,621116.17,344751.33,275370.67,289474.33,504091.5,1422108,644914.83,321947.83,290394.33,284353.83,Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2
Q03252,9,9,389565.33,364541,386850.33,356045.11,400005.89,375597.22,377878.78,376249,401672.56,332495,421829.78,368953.33,Lamin-B2 OS=Homo sapiens OX=9606 GN=LMNB2 PE=1 SV=4
Q9BVV7,3,3,257756.67,227151,278863,256286.67,222341.33,242982,250024,234446.33,289547.33,239334.67,234471.67,238683.67,Mitochondrial import inner membrane translocase subunit Tim21 OS=Homo sapiens OX=9606 GN=TIMM21 PE=1 SV=1
O15173,5,5,851710.2,757129.2,672519.4,830742.2,793046.4,788879.8,826160.8,781446.6,698287.6,775794.4,836314.4,774925.6,Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1
P07737,2,2,536687.5,532537.5,426337,701891,618701.5,590306,520588,549641.5,442672.5,655465.5,652457,579864,Profilin-1 OS=Homo sapiens OX=9606 GN=PFN1 PE=1 SV=2
Q16851,11,11,749106.27,726156.82,617814.27,941006.18,910954.27,910715.36,726634.55,749479.45,641486.36,878765,960655.18,894606.27,UTP--glucose-1-phosphate uridylyltransferase OS=Homo sapiens OX=9606 GN=UGP2 PE=1 SV=5
P01860,4,4,2138740.25,1944762,2084971.75,1062672.25,2678792.5,813507.75,2074583.25,2007224.5,2164860,992383.75,2824946.5,799118,Immunoglobulin heavy constant gamma 3 OS=Homo sapiens OX=9606 GN=IGHG3 PE=1 SV=2
P01876,8,8,766627.5,748094.25,967795.88,498958.38,926292.25,432708.38,743630.25,772121.5,1004878,465955.38,976830.25,425054.25,Immunoglobulin heavy constant alpha 1 OS=Homo sapiens OX=9606 GN=IGHA1 PE=1 SV=2
O95292,5,5,389761.2,363195.8,325981.2,369499.8,341886.8,350272.8,378069,374860.6,338471,345059.6,360539.6,344076.6,Vesicle-associated membrane protein-associated protein B/C OS=Homo sapiens OX=9606 GN=VAPB PE=1 SV=3
Q13813,40,40,460102.08,425984.22,426420.83,452099.38,435214.1,448865.88,446299.7,439665.67,442759.3,422195.88,458958.8,440925.88,"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3"
P11217,17,17,548362.24,463572.12,428338.53,697768.94,670093.35,717789.47,531912.35,478460.82,444750.47,651616.18,706652.94,705092.71,"Glycogen phosphorylase, muscle form OS=Homo sapiens OX=9606 GN=PYGM PE=1 SV=6"
P08237,15,15,839305.53,809445.73,785256.6,538377,560147.13,629193.2,814128.27,835443.53,815344.47,502766.8,590708.13,618063.6,"ATP-dependent 6-phosphofructokinase, muscle type OS=Homo sapiens OX=9606 GN=PFKM PE=1 SV=2"
P25786,4,4,332350,312344.5,289559,401671,361482.25,362910,322379.75,322376.25,300653.5,375103,381204,356490.5,Proteasome subunit alpha type-1 OS=Homo sapiens OX=9606 GN=PSMA1 PE=1 SV=1
Q9NX14,2,2,880827.5,876419.5,897585.5,851867.5,804678,877347.5,854404.5,904568,931977.5,795522,848580.5,861829,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB11 PE=1 SV=1"
O95831,11,11,630203.73,613990.73,670034.36,587502.09,680646.91,598146.55,611298.73,633710.64,695707.27,548642.64,717782.45,587566.36,"Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1"
Q9BUF5,6,6,422070.17,554138.5,346440.83,418925.33,435549.17,452444.83,409408.67,571936.17,359714.83,391216,459312,444441.33,Tubulin beta-6 chain OS=Homo sapiens OX=9606 GN=TUBB6 PE=1 SV=1
P24539,6,6,2142624.5,2117909.5,2495016.33,2064967,1975394.83,1942833.17,2078351,2185933,2590616,1928384,2083171.33,1908468.17,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2"
O75915,3,3,1494287.33,1335544.67,1216615.33,1784975,1453357.33,1523235.67,1449462.33,1378440,1263231.33,1666911.67,1532652,1496292.33,PRA1 family protein 3 OS=Homo sapiens OX=9606 GN=ARL6IP5 PE=1 SV=1
O60361,2,2,970496,959992.5,1062830,1281536.5,1282500.5,1074006.5,941383,990825.5,1103553.5,1196771.5,1352473,1055009,Putative nucleoside diphosphate kinase OS=Homo sapiens OX=9606 GN=NME2P1 PE=5 SV=1
P22392,2,2,970496,959992.5,1062830,1281536.5,1282500.5,1074006.5,941383,990825.5,1103553.5,1196771.5,1352473,1055009,Nucleoside diphosphate kinase B OS=Homo sapiens OX=9606 GN=NME2 PE=1 SV=1
P06396,16,16,705909.44,672686.62,728229.25,686551.31,680370.12,696162.88,684733.56,694291.88,756132,641140.62,717490.44,683848.69,Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1
P08238,15,15,506169.4,527324.73,481038,616752.27,593693.53,595351.33,490985.27,544261.2,499469.13,575958.13,626084.93,584820.33,Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4
P68366,7,7,1206361.57,1254369.29,1132114.43,1401452.43,1296323.14,1381714.57,1170173.43,1294657.29,1175492.57,1308756.14,1367049.86,1357274.71,Tubulin alpha-4A chain OS=Homo sapiens OX=9606 GN=TUBA4A PE=1 SV=1
O75208,9,9,514908.89,498644.22,499637.33,548492.33,521606.22,522602.33,499462.56,514659.67,518781.33,512213.11,550064.56,513358.22,"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Homo sapiens OX=9606 GN=COQ9 PE=1 SV=1"
Q99497,3,3,1263223.67,1516934.67,840907,1518269,1392476,1277538.67,1225330,1565656,873127,1417846.33,1468449,1254941.67,Parkinson disease protein 7 OS=Homo sapiens OX=9606 GN=PARK7 PE=1 SV=2
P42704,21,21,623506.05,619245.9,607331.29,675449.71,607671.95,640078.33,604802.05,639134.81,630601.67,630773.05,640825.9,628756.19,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3"
P68363,8,8,1409949.88,1338388,1312860.12,1373233.62,1454809.25,1533577.5,1367654.62,1381374.5,1363163.88,1282403.75,1534182.88,1506451.5,Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1
Q9BQE3,8,8,1409949.88,1338388,1312860.12,1373233.62,1454809.25,1533577.5,1367654.62,1381374.5,1363163.88,1282403.75,1534182.88,1506451.5,Tubulin alpha-1C chain OS=Homo sapiens OX=9606 GN=TUBA1C PE=1 SV=1
Q71U36,8,8,1409949.88,1338388,1312860.12,1373233.62,1454809.25,1533577.5,1367654.62,1381374.5,1363163.88,1282403.75,1534182.88,1506451.5,Tubulin alpha-1A chain OS=Homo sapiens OX=9606 GN=TUBA1A PE=1 SV=1
Q6NZI2,9,9,903312,891300.89,910342.67,1046770.89,900565.33,990232.44,876214.44,919927.44,945223.22,977534.11,949699.44,972716.89,Caveolae-associated protein 1 OS=Homo sapiens OX=9606 GN=CAVIN1 PE=1 SV=1
P60981,4,4,6430071,5884885.25,6092640.75,7769370.5,5805957.75,5999863.75,6237185.75,6073898.75,6326089.25,7255483,6122729.25,5893738.75,Destrin OS=Homo sapiens OX=9606 GN=DSTN PE=1 SV=3
P12111,61,61,792348.7,769014.82,655726.92,840327.89,1003661.38,934214.41,768579.89,793713.93,680851.57,784745.87,1058420.46,917689.74,Collagen alpha-3(VI) chain OS=Homo sapiens OX=9606 GN=COL6A3 PE=1 SV=5
P12109,18,18,456005.94,446947.72,363328.22,481140.22,566692.56,562749.44,442326.61,461302.56,377249.33,449315.78,597610.67,552795.11,Collagen alpha-1(VI) chain OS=Homo sapiens OX=9606 GN=COL6A1 PE=1 SV=3
Q9NPJ3,2,2,789101,752871,619010,902904.5,955439.5,813955.5,765429.5,777051.5,642727.5,843183.5,1007567.5,799558,Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13 PE=1 SV=1
Q0ZGT2,14,14,493013.79,491479.14,422754.07,607936.14,550995.43,556666.79,478224.21,507264.36,438951.93,567725.07,581057.21,546820.21,Nexilin OS=Homo sapiens OX=9606 GN=NEXN PE=1 SV=1
P33121,12,12,925211.42,902533.83,1059376.08,1011843.5,898536.08,916280.42,897457.08,931521.42,1099967.25,944916.83,947559.5,900073.17,Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens OX=9606 GN=ACSL1 PE=1 SV=1
P30101,9,9,569849,525749.56,561770.56,590410.67,627320.33,598010.33,552754.56,542635.33,583295.11,551358.78,661546.22,587432.33,Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4
P20674,4,4,2030926.25,1780454.5,1588400.75,1909158,1709205.75,1887307.75,1970003.25,1837639.5,1649262.25,1782880.75,1802459.25,1853925,"Cytochrome c oxidase subunit 5A, mitochondrial OS=Homo sapiens OX=9606 GN=COX5A PE=1 SV=2"
Q01082,39,39,574032.21,530443.85,536307.92,593085.85,563474.51,585894.67,556812.18,547480.41,556856.85,553857.13,594217.15,575531.03,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTBN1 PE=1 SV=2"
